SNUMBER	STNAME	AREAL_NOR	AREAL_UTM3	GRAD_1085	GRAD_FELT	GRAD_ELV	HEIGHT_MIN	HEIGHT_10	HEIGHT_20	HEIGHT_30	HEIGHT_40	HEIGHT_50	HEIGHT_60	HEIGHT_70	HEIGHT_80	HEIGHT_90	HEIGHT_MAX	FELT_LE_KM	ELV_LE_KM	JORDBRUKPR	MYRPRO	EFF_MYR	EFF_SJO	SKOGPRO	BREPRO	SJOPRO	SNAUFJPRO	URBANPRO
000200213000	Kvisla Bruk	161.900	161.900	9.34	9.87	12.51	319	346	371	402	437	461	479	501	534	579	707	18.26	25.25	6.76	9.85	0.00	5.54	71.67	0.00	6.38	0.00	0.17
001200045000	Gulsvik	4947.020	4947.020	-999.00	21.52	-999.00	132	572	770	884	964	1028	1101	1187	1298	1471	1930	128.88	-999.00	1.71	6.92	0.00	1.13	38.89	0.81	6.29	40.90	0.17
008400012000	Ytste Langvatn	20.380	20.380	11.86	40.89	47.70	748	775	807	866	898	961	1031	1101	1163	1238	1469	7.26	8.32	0.00	0.00	0.00	10.19	0.00	0.00	14.72	78.51	0.00
001600193000	Hørte	156.650	156.650	10.25	28.00	29.89	96	260	311	369	429	502	579	672	771	913	1204	17.88	27.20	1.08	2.81	0.00	0.27	73.05	0.00	3.14	18.38	0.05
001500035000	Halnefjord	182.300	182.300	-999.00	8.86	-999.00	1125	1137	1160	1174	1186	1206	1224	1241	1264	1298	1411	18.71	-999.00	0.00	3.60	0.00	8.08	0.00	0.00	12.76	83.21	0.00
001200108000	Øksnevatn	22.900	22.900	-999.00	17.42	-999.00	406	413	422	436	449	465	478	489	502	521	627	6.38	-999.00	0.00	4.67	0.00	12.68	77.51	0.00	17.60	0.00	0.00
008400008000	Holsenvatn	71.476	71.480	62.88	0.00	67.97	131	203	374	512	602	674	756	826	899	1010	1425	11.72	14.31	2.74	0.74	0.00	4.94	32.88	0.00	5.96	51.04	0.00
002700002000	Bjerkreim Bru	629.050	629.050	-999.00	37.03	-999.00	54	192	271	348	438	531	614	675	726	789	1011	47.42	-999.00	2.56	0.86	0.00	1.51	17.20	0.00	12.41	53.29	0.06
000200356000	Puttjernbekken	0.930	0.930	37.52	24.55	35.48	208	232	249	265	279	298	314	328	340	348	368	2.13	2.40	0.00	3.23	0.00	0.28	96.77	0.00	1.08	0.00	0.00
003300001000	Nes	228.600	228.600	15.91	30.01	26.21	122	731	812	887	951	992	1036	1075	1106	1147	1269	32.54	40.64	0.01	0.63	0.00	2.27	2.12	0.00	12.13	82.89	0.00
013100002000	Grønsjø	40.700	40.700	52.42	18.25	39.31	223	231	257	282	308	331	351	373	394	420	547	10.89	0.41	2.16	20.91	0.00	6.10	52.29	0.00	10.05	13.24	0.00
018600001000	Åelv	47.094	47.090	9.46	29.09	18.40	10	12	23	32	56	103	170	223	270	345	579	8.96	14.25	1.30	25.44	0.00	7.56	34.25	0.00	11.20	22.21	0.00
001200180000	Hallum	0.330	0.330	23.91	16.73	26.05	136	139	145	152	158	162	167	176	184	194	224	0.95	0.54	45.45	0.00	0.00	-999.00	21.21	0.00	0.00	0.00	9.09
013900017000	Bertnem	5160.535	5161.540	4.38	0.00	5.15	7	237	336	399	463	524	581	645	717	818	1675	125.36	191.94	0.66	9.02	0.00	0.34	33.81	0.03	7.53	39.76	0.03
009100002000	Dalsbøvatn	25.720	25.720	7.26	30.50	20.70	47	60	105	160	204	252	313	358	403	455	527	7.54	8.08	1.32	3.03	0.00	4.72	3.65	0.00	10.19	66.52	0.04
000200253000	Ellingsrud	25.940	25.940	6.09	22.19	8.14	160	195	211	225	238	251	265	280	293	310	366	12.00	15.65	0.00	3.86	0.00	4.04	80.96	0.00	3.86	0.00	0.00
000200302000	Øvre Visa	149.790	149.790	37.95	0.06	47.89	933	1297	1447	1547	1628	1711	1802	1883	1964	2061	2462	15.54	17.47	0.01	0.05	0.00	0.04	1.72	20.20	0.85	76.65	0.00
015500007000	Bleikingen	156.335	191.900	13.67	0.00	17.74	453	595	597	646	729	802	860	926	1023	1213	1906	21.32	28.77	0.00	1.58	0.00	18.01	12.42	7.92	13.33	41.30	0.01
001800004000	Lundevatn	407.750	407.750	-999.00	20.77	-999.00	1	100	142	175	189	204	226	251	281	329	506	27.38	-999.00	1.90	4.59	0.00	2.24	83.56	0.00	8.77	0.00	0.07
012600001000	Floan Bru	88.204	88.200	-999.00	15.94	-999.00	29	121	166	208	260	286	316	394	456	508	731	14.15	-999.00	12.71	12.32	0.00	0.44	62.48	0.00	2.70	4.65	0.12
008600015000	Nibbevatn	1.792	1.790	-999.00	36.12	-999.00	402	403	403	403	422	442	460	488	517	573	797	1.95	-999.00	0.00	0.56	0.00	29.94	7.26	0.00	31.28	37.43	0.00
000200433000	Vråla	6.750	6.750	4.90	9.07	8.75	73	85	94	99	101	103	106	109	113	120	147	3.76	5.07	58.22	0.00	0.00	-999.00	37.19	0.00	0.00	0.00	0.00
006400001000	Sjokleiven	68.010	68.010	36.97	0.00	42.33	33	338	397	444	488	530	580	625	676	734	829	0.00	17.96	0.00	0.22	0.00	0.55	27.33	0.00	8.30	62.70	0.00
000200685000	Vågåmo	3422.030	3422.030	6.09	24.54	7.56	362	788	982	1121	1234	1332	1418	1503	1601	1750	2462	99.39	117.74	1.22	0.52	0.00	0.49	14.13	7.23	4.08	69.07	0.04
015600010000	Berget	210.630	210.630	21.13	0.00	27.35	60	291	423	589	700	804	915	1021	1164	1291	1587	27.28	36.67	0.05	0.46	0.00	0.79	8.11	34.94	3.12	46.15	0.00
013300007000	Krinsvatn	206.611	206.610	-999.00	18.40	-999.00	87	225	266	297	324	348	369	390	415	455	627	22.87	-999.00	0.35	8.98	0.00	1.07	20.19	0.00	7.56	57.01	0.00
001600125000	Bitdalsvatn	80.160	80.160	24.16	31.21	26.97	973	998	1108	1210	1269	1318	1369	1410	1451	1490	1628	17.57	22.33	0.00	0.07	0.00	6.97	8.81	0.00	10.26	79.53	0.00
018900003000	Tennevikvatn	85.410	85.410	24.14	30.29	29.50	40	129	161	202	249	315	394	517	621	740	1298	12.91	24.26	0.43	4.16	0.00	3.26	39.21	0.04	8.51	43.30	0.00
012200002000	Haga Bru	3060.900	3060.900	-999.00	0.00	-999.00	57	445	539	601	666	738	815	879	947	1020	1325	82.82	-999.00	2.57	14.59	0.00	0.01	36.43	0.00	2.06	36.09	0.08
007900011000	Uldalsvatn	18.120	18.120	-999.00	28.91	-999.00	597	597	604	643	701	739	775	803	840	908	1035	4.54	-999.00	0.00	0.83	0.00	29.78	2.37	0.00	22.00	74.64	0.00
016500008000	Heggmoelv	79.570	79.570	33.41	42.06	43.68	100	131	193	282	379	471	557	623	706	806	1137	13.38	16.92	0.00	0.45	0.00	11.94	18.27	0.00	14.63	46.70	0.00
007300024000	Fossebakken	74.360	74.360	35.77	18.06	31.92	939	1104	1211	1229	1256	1285	1321	1354	1405	1459	1808	12.79	17.15	0.00	1.94	0.00	1.85	4.42	0.17	11.08	81.43	0.00
002600011000	Heigrevatn	16.260	16.260	16.49	26.08	17.14	155	157	160	174	191	206	220	238	256	288	423	5.01	7.69	0.31	1.10	0.00	15.40	10.43	0.00	25.20	57.18	0.00
003000008000	Øvstabøstøl	49.850	49.850	22.01	31.90	32.26	578	688	746	794	828	857	889	920	954	998	1130	10.28	13.61	0.00	0.28	0.00	0.90	0.14	0.00	8.32	90.83	0.00
007500020000	Åsetvatn	29.650	29.650	-999.00	28.74	-999.00	838	874	982	1036	1099	1158	1222	1295	1380	1461	1620	6.45	-999.00	0.00	1.69	0.00	6.05	1.96	4.86	6.54	84.86	0.00
009600004000	Flø	9.679	9.680	-999.00	32.51	-999.00	0	177	218	272	334	357	394	424	461	502	630	5.54	-999.00	1.25	1.04	0.00	2.14	6.88	0.00	5.53	54.95	0.00
004900002000	Ringedalsvatn	338.670	338.670	35.06	24.72	30.97	436	1159	1246	1297	1331	1352	1375	1402	1433	1478	1681	23.93	35.29	0.00	0.01	0.00	3.36	1.76	0.64	15.60	80.89	0.00
003500014000	Vassbottvatn	18.720	18.720	94.95	42.61	80.63	475	602	781	893	959	984	1004	1029	1054	1082	1155	6.04	7.08	0.00	0.21	0.00	2.62	5.40	0.00	10.31	83.76	0.21
030700007000	Landbru limn.	57.770	61.370	19.16	19.52	27.12	480	541	570	622	666	711	745	781	833	891	1119	9.89	14.47	0.00	4.22	0.00	6.18	31.48	0.00	10.54	41.65	0.00
000200303000	Dombås	497.150	497.150	17.13	24.59	23.05	575	925	1077	1175	1242	1318	1398	1459	1546	1665	2207	32.96	45.92	0.08	1.98	0.00	0.09	11.52	0.68	3.31	78.90	0.01
007600008000	Stegegjerdet	836.600	836.600	23.83	39.06	19.58	18	499	768	976	1144	1268	1379	1467	1548	1650	2081	48.87	63.91	0.70	0.38	0.00	0.25	14.88	30.45	3.33	46.25	0.04
003700013000	Øvre Berdalsvatn	18.250	18.250	116.72	45.87	97.73	674	703	844	1027	1172	1230	1268	1311	1365	1452	1598	5.34	6.65	0.00	0.06	0.00	6.44	0.00	0.00	9.04	85.40	0.00
001600079000	Byrtevatn	99.780	99.780	37.61	39.66	33.56	446	514	645	777	879	977	1088	1177	1270	1351	1534	18.67	27.95	0.93	0.31	0.00	4.81	45.49	0.00	6.78	45.15	0.00
000500004000	Kantorbekken	0.066	0.070	0.00	0.00	0.00	60	67	71	74	77	81	85	88	93	98	101	0.44	0.00	0.00	0.00	0.00	0.00	57.14	0.00	0.00	0.00	28.57
007400013000	Muradn	25.084	25.080	-999.00	25.44	-999.00	1045	1172	1202	1239	1295	1322	1347	1374	1403	1447	1589	6.73	-999.00	0.00	0.36	0.00	0.55	0.00	0.00	4.74	94.50	0.00
000100025000	Naddum bru	324.040	324.040	-999.00	0.00	-999.00	119	138	159	176	191	207	228	254	282	316	406	30.68	-999.00	16.39	4.10	0.00	1.01	72.69	0.00	3.86	0.00	1.30
007200020000	Adamsvatn	6.980	6.980	0.00	23.08	0.78	1413	1415	1415	1416	1436	1462	1481	1504	1544	1589	1643	3.57	4.60	0.00	0.00	0.00	30.70	0.00	0.00	31.66	68.34	0.00
011900004000	Rovatn	236.678	236.680	-999.00	22.54	-999.00	12	115	238	291	335	383	433	487	558	633	1027	24.61	-999.00	2.94	12.23	0.00	4.90	38.81	0.00	8.35	27.60	0.02
000200583000	Sandstad bru	17992.422	18414.320	1.73	12.67	1.78	147	324	456	575	686	759	830	904	991	1122	2170	271.65	399.74	2.80	10.39	0.00	0.07	55.00	0.00	2.63	22.55	0.15
007600010000	Myklemyr	575.820	575.820	26.84	39.78	21.32	89	519	819	1056	1211	1323	1414	1491	1566	1666	2081	40.53	53.69	0.83	0.07	0.00	0.19	13.20	31.06	3.16	47.37	0.05
002500018000	Kvidingen	900.600	900.600	7.03	24.22	10.27	334	667	757	823	861	899	932	980	1046	1135	1430	72.24	102.36	0.11	1.11	0.00	3.13	5.22	0.00	15.55	76.28	0.00
015100007000	Kapskarmo	474.060	474.060	5.43	0.00	5.72	135	275	320	365	413	480	558	638	725	840	1234	33.11	37.11	0.08	4.98	0.00	1.69	34.52	0.59	9.95	39.34	0.03
002700014000	Saglandsvatn	1.800	1.800	0.06	27.63	10.63	120	123	123	129	138	147	157	172	190	221	299	1.68	1.77	3.24	3.24	0.00	15.01	25.95	0.00	21.08	16.22	0.00
031100009000	Nybergsund	4089.215	4424.710	-999.00	0.00	-999.00	353	645	671	709	752	781	819	862	915	997	1748	142.26	-999.00	0.79	10.70	0.00	2.48	41.33	0.00	8.36	24.20	0.05
008400009000	Vonavatn	88.770	88.770	-999.00	37.04	-999.00	465	554	646	715	775	829	883	947	1049	1169	1469	15.01	-999.00	0.00	4.18	0.00	2.52	4.86	0.07	7.82	79.41	0.00
003600017000	Finnabu	40.490	40.490	23.79	34.48	25.76	879	940	1049	1139	1201	1260	1318	1374	1449	1534	1619	11.51	14.06	0.00	0.07	0.00	7.04	0.00	4.43	10.51	85.02	0.00
007600011000	Vigdøla	45.450	45.450	56.50	30.81	49.23	643	921	1034	1146	1240	1324	1396	1453	1516	1586	1740	14.69	14.02	0.11	1.03	0.00	0.41	5.87	19.82	2.88	69.61	0.00
000200223000	Fredriksvatn	929.330	929.330	9.40	24.70	13.98	578	916	1047	1171	1274	1349	1422	1488	1558	1662	2006	39.77	49.22	0.04	0.49	0.00	0.47	9.05	8.01	6.32	74.93	0.00
006200013000	Årmot	88.930	88.930	46.44	30.26	40.65	460	820	924	976	1026	1068	1114	1160	1214	1269	1429	11.32	17.67	0.00	2.74	0.00	0.20	3.99	0.00	4.10	86.41	0.00
010300003000	Stuguflåten	377.020	377.020	31.72	18.42	36.60	520	662	878	1093	1237	1322	1401	1477	1534	1609	2012	24.24	28.84	1.96	0.72	0.00	0.34	19.22	2.44	3.22	70.71	0.04
008800007000	Sunndøla	56.370	56.370	59.83	0.00	94.31	304	664	884	1100	1276	1425	1511	1563	1618	1683	1892	9.90	10.41	0.00	0.04	0.00	0.17	11.16	35.52	0.76	48.94	0.00
003600008000	Kvanndal	69.780	69.780	48.44	36.50	38.32	633	870	1001	1120	1192	1246	1288	1320	1366	1433	1655	15.31	17.76	0.00	0.06	0.00	0.24	2.29	0.19	5.00	85.94	0.00
016200003000	Skarsvatn	145.390	145.390	15.60	0.00	14.62	162	287	373	431	475	520	556	576	600	630	831	18.32	29.78	1.04	6.03	0.00	0.76	44.13	0.00	6.16	35.27	0.04
000200156000	Oterstokfoss	272.700	272.700	12.53	0.06	26.37	362	857	907	1022	1115	1230	1366	1467	1553	1682	2199	26.78	44.28	1.23	2.07	0.00	4.05	15.81	0.00	10.10	66.99	0.00
022800001000	Mattusjavri	104.610	104.610	15.39	11.42	17.58	55	194	235	257	280	300	319	333	353	388	493	16.47	22.74	0.00	0.29	0.00	2.23	12.53	0.00	6.82	77.49	0.00
000200079000	Tessevatn	224.920	224.920	11.31	0.00	17.71	854	890	1048	1121	1237	1347	1442	1510	1594	1720	2199	24.17	38.16	0.46	1.68	0.00	5.83	7.08	0.00	6.70	78.71	0.00
001200162000	Finsevatn	70.470	70.470	-999.00	19.45	-999.00	1214	1247	1296	1321	1363	1402	1445	1493	1535	1588	1824	11.60	-999.00	0.00	0.00	0.00	5.25	0.00	12.45	10.78	76.39	0.09
013900011000	Tunnsjøplass	472.310	472.310	3.81	0.00	4.36	220	358	360	372	433	477	526	578	637	706	1054	34.29	42.66	0.34	6.33	0.00	18.89	33.13	0.00	25.85	22.71	0.01
008000005000	Espelandsvatn	89.610	89.610	-999.00	29.05	-999.00	87	168	240	270	321	378	430	487	544	601	752	11.57	-999.00	3.11	2.15	0.00	3.31	34.20	0.00	8.08	35.11	0.00
004200001000	Fjellhaugvatn	153.600	153.600	18.43	31.97	21.97	375	620	736	802	874	960	1052	1154	1301	1469	1637	22.97	30.51	0.00	0.41	0.00	3.28	4.10	27.75	9.25	55.54	0.01
001500053000	Borgåi	94.070	94.070	-999.00	19.06	-999.00	770	882	920	956	989	1011	1047	1090	1137	1176	1310	15.93	-999.00	0.26	11.26	0.00	0.41	46.68	0.00	4.26	29.01	0.00
020800002000	Oksfjordvatn	265.790	265.600	-999.00	35.32	-999.00	8	129	282	408	493	548	613	689	802	968	1335	27.66	-999.00	0.34	0.87	0.00	2.16	21.36	0.66	4.46	66.40	0.01
017800001000	Langvatn	18.410	18.410	74.38	52.76	64.59	27	41	86	154	249	356	409	476	572	687	1091	5.89	6.94	0.54	4.56	0.00	6.29	31.88	0.00	8.42	50.08	0.00
007600032000	Tunsbergdalsvatn	137.180	137.180	-999.00	36.19	-999.00	476	632	865	1026	1157	1301	1412	1499	1578	1682	1928	24.90	-999.00	0.00	0.01	0.00	5.67	5.34	48.77	5.93	37.32	0.00
013900008000	Fiskumfoss	3295.396	3296.470	4.78	0.00	5.92	40	252	349	406	473	537	600	671	746	858	1675	105.63	159.17	0.40	7.42	0.00	0.68	30.04	0.05	8.59	42.93	0.02
000200199000	Sør-Mesna	86.160	86.160	18.86	7.55	14.87	519	524	552	576	617	656	711	774	813	872	993	10.04	24.04	0.38	22.59	0.00	7.98	63.07	0.00	8.20	1.55	0.16
002600014000	Eiavatn	86.990	86.990	8.40	29.08	17.96	137	152	167	180	199	221	257	307	364	419	570	14.62	19.84	1.10	1.33	0.00	7.27	17.84	0.00	18.20	50.65	0.00
012100022000	Syrstad	2278.127	2278.130	-999.00	15.91	-999.00	140	534	630	710	797	866	925	980	1038	1117	1640	76.05	-999.00	2.63	16.24	0.00	0.05	31.43	0.00	2.33	40.51	0.05
000200185000	Eidsvoll-Sundfossndf.	16666.680	16666.680	1.63	15.72	1.57	90	301	488	659	840	947	1059	1195	1360	1549	2463	287.69	323.42	6.14	5.35	0.00	2.29	36.53	1.78	5.52	38.71	0.45
007500019000	Oppsarelv	12.330	12.330	-999.00	21.25	-999.00	948	1004	1028	1060	1102	1152	1224	1280	1333	1403	1505	4.31	-999.00	0.00	0.97	0.00	7.88	0.00	0.00	9.81	89.21	0.00
004200010000	Staffivatn	140.370	140.370	20.29	31.43	22.02	435	703	770	839	908	988	1068	1164	1298	1443	1637	21.57	27.28	0.00	0.23	0.00	2.77	3.32	28.39	8.60	57.58	0.00
000200424000	Knutsætra	27.320	27.320	9.45	5.47	13.48	497	526	545	559	575	587	593	603	625	642	750	9.00	11.63	0.00	27.13	0.00	0.04	71.55	0.00	0.60	0.00	0.00
000200326000	Hurdalssjøen	579.610	579.610	54.54	10.96	54.86	176	196	273	369	434	482	522	566	607	656	840	37.92	0.44	2.76	4.78	0.00	5.83	81.69	0.00	9.25	0.03	0.25
020800001000	Moskudal	2253.930	2267.260	4.77	15.88	4.31	18	444	501	556	623	678	725	772	824	898	1361	85.32	108.74	0.17	3.70	0.00	0.03	16.58	0.00	2.64	71.90	0.00
020400008000	Råttenvikvatn	9.620	9.620	122.83	41.18	132.56	506	526	581	684	743	798	867	965	1068	1173	1485	3.89	2.77	0.00	0.00	0.00	6.65	0.00	30.98	7.38	61.64	0.00
011900003000	Eide	170.075	170.070	10.96	23.66	16.33	20	263	300	349	395	440	483	541	595	663	1037	23.70	38.15	1.78	12.21	0.00	3.11	36.30	0.00	6.90	34.70	0.00
015700001000	Helgåsvatn	66.490	66.490	49.07	37.98	45.00	79	115	245	342	434	546	674	768	891	1027	1290	12.32	15.23	0.00	0.33	0.00	6.55	8.28	9.63	9.30	66.16	0.00
012100010000	Bjørset Dam	2317.230	2317.230	7.73	16.09	8.40	130	524	622	703	790	861	921	978	1036	1115	1641	79.32	142.77	2.75	16.14	0.00	0.04	31.73	0.00	2.30	40.34	0.04
004100004000	Rygg	93.480	93.480	55.74	0.00	52.00	57	273	447	560	591	626	665	726	796	857	1130	0.00	18.74	2.93	3.79	0.00	2.95	18.83	0.00	14.35	50.52	0.00
001500062000	Hagnes	242.390	242.390	2.40	19.07	2.55	18	47	63	78	91	103	122	150	184	246	449	22.47	37.82	16.81	0.80	0.00	0.79	77.58	0.00	2.40	0.00	0.36
031100008000	Hundsbekk Bru	12.264	12.260	-999.00	0.00	-999.00	477	798	821	822	830	852	891	926	950	971	1085	8.09	-999.00	0.41	19.51	0.00	4.25	31.71	0.00	5.77	41.63	0.00
016400001000	Låmivatn	62.561	67.270	0.37	20.97	5.96	708	708	712	723	766	831	887	952	1028	1161	1811	12.61	14.35	0.00	0.00	0.00	20.67	0.00	4.58	26.80	68.60	0.00
006100010000	Storefoss	171.340	171.340	5.76	30.37	22.59	279	585	609	662	716	768	809	848	893	957	1193	21.87	35.70	0.00	0.79	0.00	2.83	16.98	0.00	9.20	71.75	0.00
001200198000	Synna	104.410	104.410	-999.00	15.42	-999.00	757	821	870	910	943	968	999	1043	1114	1193	1408	15.06	-999.00	0.26	19.83	0.00	1.54	42.16	0.00	4.26	26.86	0.03
006800003000	Svartdalsvatn	9.840	9.840	22.27	38.33	24.18	29	33	54	80	107	161	161	193	193	297	468	5.56	6.60	0.10	1.62	0.00	8.12	46.56	0.00	10.50	13.77	0.00
008400003000	Markvatn	23.807	23.810	-999.00	33.88	-999.00	162	222	280	406	470	495	520	567	614	669	866	6.14	-999.00	0.54	1.13	0.00	5.95	17.73	0.00	14.12	31.10	0.00
001500075000	Toskje	3869.280	3869.280	5.90	15.69	5.38	178	601	775	886	990	1087	1154	1200	1235	1275	1537	137.70	232.20	0.92	6.02	0.00	0.88	36.03	0.00	8.38	44.82	0.03
000200296000	Liafoss	156.950	156.950	18.88	31.46	23.11	752	972	1055	1149	1232	1293	1370	1458	1546	1668	2165	21.59	29.88	0.23	2.16	0.00	0.01	9.41	0.00	1.00	80.13	0.00
017300008000	Coarveij	34.636	62.830	13.94	0.00	20.16	908	930	949	967	988	1021	1074	1139	1225	1329	1579	9.85	13.30	0.00	0.00	0.00	13.63	0.00	4.22	13.97	81.66	0.00
010400020000	Bruå	30.430	30.430	84.60	38.77	116.76	142	1129	1180	1208	1251	1290	1354	1433	1526	1676	1961	9.28	10.47	0.00	0.07	0.00	1.16	0.56	0.72	7.00	90.90	0.00
001600087000	Bonsvatn	70.640	70.640	23.46	27.57	25.68	740	803	873	924	961	989	1024	1073	1123	1169	1300	14.52	20.16	0.18	2.97	0.00	5.05	48.22	0.00	11.16	30.98	0.00
000200442000	Skjefstadfoss	15477.151	15540.780	1.87	13.32	2.02	176	457	601	692	755	815	876	942	1024	1154	2170	230.93	340.64	1.81	10.12	0.00	0.10	51.74	0.00	2.75	26.71	0.14
000200197000	Ertesekken ndf.	17505.140	17505.140	1.48	15.49	1.50	90	271	454	609	793	921	1037	1172	1343	1538	2463	302.13	339.55	6.24	5.30	0.00	2.08	38.47	1.70	5.58	36.86	0.50
006200011000	Volavatn	42.630	42.630	21.26	22.66	17.89	931	960	986	1025	1056	1092	1128	1150	1181	1242	1324	8.13	12.04	0.00	0.00	0.00	9.72	0.00	2.90	14.50	82.54	0.00
007300025000	Store Juklevatn	18.862	18.860	0.00	26.38	0.25	1285	1286	1298	1338	1391	1458	1506	1556	1617	1729	1918	4.39	4.43	0.00	0.05	0.00	16.17	0.00	2.97	16.60	80.26	0.00
000200276000	Furusjøen	67.610	67.610	18.42	13.65	30.90	852	853	873	900	971	1041	1090	1162	1219	1293	1661	9.55	2.75	0.00	7.40	0.00	7.96	23.67	0.00	8.87	48.81	0.00
007200012000	Ljosegrunnsvatn	7.440	7.440	6.85	14.24	4.13	1451	1456	1456	1459	1468	1478	1488	1504	1522	1557	1717	4.26	5.25	0.00	0.00	0.00	19.54	0.00	0.00	26.75	73.39	0.00
016100036000	Vm Storjordmo Bru	725.450	725.450	8.27	27.85	17.19	14	310	462	575	651	731	827	916	998	1089	1626	38.15	47.88	0.79	2.05	0.00	0.02	25.64	6.89	1.73	57.35	0.01
008000008000	Åsvatn	4.200	4.200	49.36	32.61	49.23	658	670	697	732	764	826	852	864	887	913	970	4.85	5.25	0.00	0.94	0.00	2.61	0.00	0.00	15.30	83.80	0.00
000200033000	Åneby	234.870	234.870	12.72	17.59	13.29	133	235	290	345	385	423	454	492	525	570	700	26.99	37.31	3.30	3.21	0.00	0.56	83.89	0.00	6.60	0.03	0.98
002300002000	Færåsen	33.556	33.560	9.47	21.27	12.78	228	258	288	302	320	332	345	365	385	415	549	13.23	15.49	0.00	5.96	0.00	6.62	74.49	0.00	11.92	0.00	0.00
009900009000	Slettdalsvatn	50.510	50.510	17.34	31.13	25.42	906	1001	1028	1084	1126	1167	1238	1332	1423	1493	1740	11.26	16.22	0.00	0.26	0.00	7.41	0.00	3.12	16.50	80.10	0.00
010700003000	Farstad	24.230	24.230	3.33	23.09	28.43	11	28	30	37	44	56	119	310	418	477	794	9.22	10.81	31.08	9.99	0.00	2.79	19.89	0.00	4.58	13.87	0.21
001500076000	Svartangen	77.090	77.090	22.08	17.11	20.51	66	356	399	433	456	472	482	499	518	544	649	12.22	14.57	0.00	7.11	0.00	1.66	85.21	0.00	7.40	0.03	0.00
000700004000	Langlivatn	53.037	53.040	17.91	0.00	16.13	311	383	421	448	462	488	512	543	573	606	701	14.39	18.31	0.02	5.37	0.00	4.18	84.31	0.00	10.17	0.00	0.00
006300004000	Ekse	81.280	81.280	23.95	30.64	27.20	568	795	853	900	946	988	1031	1080	1126	1184	1428	11.48	17.01	0.00	1.40	0.00	0.68	2.38	0.00	3.40	91.47	0.00
015600021000	Lille Umvatn	8.743	86.950	0.00	0.00	18.90	623	634	654	690	740	795	845	887	935	1012	1280	10.58	13.57	0.00	0.98	0.00	6.46	0.85	0.00	2.09	3.68	0.00
000200314000	Gåsmyra Sør	0.580	0.580	72.33	6.56	63.68	400	413	415	417	419	420	423	432	441	452	481	1.28	0.07	1.72	18.97	0.00	-999.00	77.59	0.00	0.00	0.00	0.00
024600008000	Vaggatem	187.070	244.960	2.93	0.00	3.95	68	115	121	130	137	146	158	172	184	200	327	26.38	31.91	0.00	8.25	0.00	3.48	76.22	0.00	13.55	0.07	0.00
014800003000	Svanvatn	16.460	16.460	1.13	21.55	15.35	0	6	14	26	44	61	89	124	161	201	289	7.18	8.29	1.58	5.95	0.00	5.73	76.97	0.00	8.69	0.00	0.06
004600006000	Øvrehus	38.800	38.800	170.59	36.15	153.08	20	833	1000	1133	1223	1307	1369	1440	1501	1553	1653	8.54	8.09	0.00	0.03	0.00	2.15	4.52	45.13	3.70	44.88	0.00
002500022000	Nesjen	624.590	624.590	5.58	22.50	8.27	701	811	854	892	931	949	997	1041	1095	1178	1431	52.91	79.72	0.00	0.48	0.00	5.83	0.67	0.00	18.90	79.54	0.00
016100007000	Tollåga	225.050	225.050	15.15	18.85	14.73	374	561	637	666	716	795	871	922	980	1035	1411	27.84	45.32	0.09	2.84	0.00	0.01	12.09	0.11	2.05	71.87	0.00
001600006000	Dalen	2545.690	2545.690	9.40	27.98	10.06	72	606	728	831	915	999	1095	1173	1256	1346	1720	103.35	143.36	0.73	3.05	0.00	1.41	39.43	0.18	10.24	44.26	0.07
002100053000	Børtemannsbekk	285.250	285.250	8.53	20.97	6.88	830	913	986	1039	1069	1093	1123	1157	1197	1276	1495	18.12	37.03	0.20	7.95	0.00	0.07	14.68	0.00	11.90	64.04	0.00
020300001000	Jægervatn	92.819	92.820	29.96	0.00	29.08	3	20	68	110	170	265	391	522	708	959	1533	0.00	18.47	0.36	5.41	0.00	7.82	29.56	0.00	9.90	44.13	0.00
021200007000	Lille Mattisvatn	319.020	319.020	22.23	16.28	20.63	64	335	450	506	551	599	631	656	688	734	937	30.24	32.09	0.25	1.82	0.00	0.42	14.47	0.00	5.45	76.65	0.00
001200179000	Heradsbygda	0.410	0.410	82.80	13.90	83.76	121	130	139	151	160	170	185	197	220	250	275	1.50	1.49	4.88	0.00	0.00	-999.00	34.15	0.00	0.00	0.00	24.39
001600134000	Langen	135.930	135.930	5.36	28.06	10.97	100	122	146	166	188	211	238	269	308	356	502	15.24	22.87	0.51	1.49	0.00	3.64	88.42	0.00	9.23	0.00	0.03
014400002000	Øvre Kalvvatn	88.980	88.980	11.01	0.00	17.54	519	535	563	602	635	658	688	731	774	821	1083	11.65	13.80	0.00	0.00	0.00	8.43	0.00	0.11	13.63	86.26	0.00
007500044000	Mjelkedalen ovf. Skålavatn	18.140	18.140	183.72	0.00	168.18	1076	1177	1232	1250	1290	1351	1435	1540	1619	1703	1904	5.58	0.56	0.00	0.28	0.00	1.30	0.00	9.26	4.91	85.50	0.00
001500066000	Ormestad	0.050	0.050	0.00	0.00	0.00	39	54	56	58	0	59	60	61	63	77	97	0.37	0.00	0.00	0.00	0.00	-999.00	80.00	0.00	0.00	0.00	20.00
001500065000	Varden	0.270	0.270	0.00	0.00	0.00	6	30	37	43	50	54	58	65	78	91	103	0.76	0.00	0.00	0.00	0.00	-999.00	62.96	0.00	0.00	0.00	29.63
